data_version,technology_id,technology_type,manufacturer,model,application_scope,operating_mode,Tout,Tsource,Tsupply,Treturn,PLR,SOC,startup_state,COP,efficiency,capacity_ratio,source_heat_availability_ratio,min_PLR,rated_capacity_kW,storage_capacity_kWh,charge_efficiency,discharge_efficiency,max_charge_ratio,max_discharge_ratio,hourly_loss_rate,cyclic_boundary,is_source_point,is_interpolated,is_assumption,source_id,applicable_range,notes
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,45.0,,0.25,,1,3.181538,,1.0,,0.401786,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,45.0,,0.5,,1,3.728966,,1.0,,0.401786,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,45.0,,0.75,,1,3.855789,,1.0,,0.401786,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,45.0,,1.0,,1,3.62,,1.0,,0.401786,11.2,,,,,,,,1,0,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家表Max/Nominal原始点。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,55.0,,0.25,,1,2.193636,,1.0,,0.392857,11.2,,,,,,,,0,0,1,SRC_ASHP_MITSU_DATABOOK;SRC_EU_CDH,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,目标PLR低于厂家最小能力点，采用EU 813/2013默认Cdh=0.9循环退化补点；不是厂家数据。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,55.0,,0.5,,1,2.63875,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Min与Mid能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,55.0,,0.75,,1,2.86,,1.0,,0.392857,11.2,,,,,,,,0,1,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,在厂家Mid与Max/Nominal能力点之间按能力比线性插值。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,ASHP_BASE_01,air_source_heat_pump,Mitsubishi Electric,PUHZ-HW140V/YHA2(-BS),central;distributed,heating,15.0,,55.0,,1.0,,1,2.65,,1.0,,0.392857,11.2,,,,,,,,1,0,0,SRC_ASHP_MITSU_DATABOOK,Tout=-5..15; Tsupply=35..55; PLR=0.25..1.00,厂家表Max/Nominal原始点。 厂家表在本项目目标温区内最大制热量为11.2 kW；表格是否已含除霜未明确，未另乘除霜系数。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,35.0,,0.25,,1,2.659402,,0.9776,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,35.0,,0.5,,1,3.142929,,0.9776,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,35.0,,0.75,,1,3.345699,,0.9776,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,35.0,,1.0,,1,3.457222,,0.9776,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,45.0,,0.25,,1,2.148161,,0.94,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,45.0,,0.5,,1,2.538735,,0.94,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,45.0,,0.75,,1,2.702525,,0.94,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,45.0,,1.0,,1,2.792609,,0.94,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,55.0,,0.25,,1,1.819505,,0.9024,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,55.0,,0.5,,1,2.150325,,0.9024,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,55.0,,0.75,,1,2.289055,,0.9024,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,5.0,55.0,,1.0,,1,2.365357,,0.9024,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,35.0,,0.25,,1,3.088337,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,35.0,,0.5,,1,3.649853,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,35.0,,0.75,,1,3.885328,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,35.0,,1.0,,1,4.014839,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,45.0,,0.25,,1,2.410131,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,45.0,,0.5,,1,2.848337,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,45.0,,0.75,,1,3.032101,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,45.0,,1.0,,1,3.133171,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,55.0,,0.25,,1,1.997888,,0.96,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,55.0,,0.5,,1,2.361141,,0.96,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,55.0,,0.75,,1,2.513472,,0.96,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,10.0,55.0,,1.0,,1,2.597255,,0.96,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,35.0,,0.25,,1,3.682249,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,35.0,,0.5,,1,4.351748,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,35.0,,0.75,,1,4.632506,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,35.0,,1.0,,1,4.786923,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,45.0,,0.25,,1,2.744872,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,45.0,,0.5,,1,3.243939,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,45.0,,0.75,,1,3.453226,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,45.0,,1.0,,1,3.568333,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,55.0,,0.25,,1,2.21505,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,55.0,,0.5,,1,2.617787,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,55.0,,0.75,,1,2.786676,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,15.0,55.0,,1.0,,1,2.879565,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,35.0,,0.25,,1,4.558974,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,35.0,,0.5,,1,5.387879,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,35.0,,0.75,,1,5.735484,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,35.0,,1.0,,1,5.926667,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,45.0,,0.25,,1,3.187593,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,45.0,,0.5,,1,3.767155,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,45.0,,0.75,,1,4.010198,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
guanggu-v0.3-20260823,WSHP_GSHP_BASE_01,water_ground_source_heat_pump,,,building;district,heating,,20.0,45.0,,1.0,,1,4.143871,,1.0,,0.25,,,,,,,,,0,0,1,SRC_WSHP_METHOD;SRC_WSHP_TRANE_CHECK;SRC_WSHP_CARRIER_CHECK,Tsource=5..20; Tsupply=35..55; PLR=0.25..1.00,公式化工程假设：Carnot有效度0.40、两侧端差3 K、Cdh=0.9；Trane EXW/Carrier 61WG仅用于设备类型与温度边界核验，未将本行声称为厂家曲线。
